bike_usage,hour,region,subzone
1335,2023-07-24 22:00:00,lower_west_manhattan,NW
709,2023-07-24 23:00:00,lower_west_manhattan,NW
442,2023-07-25 00:00:00,lower_west_manhattan,NW
243,2023-07-25 01:00:00,lower_west_manhattan,NW
133,2023-07-25 02:00:00,lower_west_manhattan,NW
50,2023-07-25 03:00:00,lower_west_manhattan,NW
92,2023-07-25 04:00:00,lower_west_manhattan,NW
399,2023-07-25 05:00:00,lower_west_manhattan,NW
1215,2023-07-25 06:00:00,lower_west_manhattan,NW
2092,2023-07-25 07:00:00,lower_west_manhattan,NW
3365,2023-07-25 08:00:00,lower_west_manhattan,NW
2785,2023-07-25 09:00:00,lower_west_manhattan,NW
1816,2023-07-25 10:00:00,lower_west_manhattan,NW
1685,2023-07-25 11:00:00,lower_west_manhattan,NW
2015,2023-07-25 12:00:00,lower_west_manhattan,NW
2043,2023-07-25 13:00:00,lower_west_manhattan,NW
2175,2023-07-25 14:00:00,lower_west_manhattan,NW
993,2023-07-25 15:00:00,lower_west_manhattan,NW
747,2023-07-25 16:00:00,lower_west_manhattan,NW
2404,2023-07-25 17:00:00,lower_west_manhattan,NW
3873,2023-07-25 18:00:00,lower_west_manhattan,NW
3294,2023-07-25 19:00:00,lower_west_manhattan,NW
2472,2023-07-25 20:00:00,lower_west_manhattan,NW
1966,2023-07-25 21:00:00,lower_west_manhattan,NW
1404,2023-07-25 22:00:00,lower_west_manhattan,NW
1043,2023-07-25 23:00:00,lower_west_manhattan,NW
532,2023-07-26 00:00:00,lower_west_manhattan,NW
331,2023-07-26 01:00:00,lower_west_manhattan,NW
203,2023-07-26 02:00:00,lower_west_manhattan,NW
86,2023-07-26 03:00:00,lower_west_manhattan,NW
107,2023-07-26 04:00:00,lower_west_manhattan,NW
414,2023-07-26 05:00:00,lower_west_manhattan,NW
1256,2023-07-26 06:00:00,lower_west_manhattan,NW
2082,2023-07-26 07:00:00,lower_west_manhattan,NW
3497,2023-07-26 08:00:00,lower_west_manhattan,NW
2876,2023-07-26 09:00:00,lower_west_manhattan,NW
1917,2023-07-26 10:00:00,lower_west_manhattan,NW
1910,2023-07-26 11:00:00,lower_west_manhattan,NW
2001,2023-07-26 12:00:00,lower_west_manhattan,NW
2156,2023-07-26 13:00:00,lower_west_manhattan,NW
2330,2023-07-26 14:00:00,lower_west_manhattan,NW
2472,2023-07-26 15:00:00,lower_west_manhattan,NW
3182,2023-07-26 16:00:00,lower_west_manhattan,NW
5169,2023-07-26 17:00:00,lower_west_manhattan,NW
5284,2023-07-26 18:00:00,lower_west_manhattan,NW
3928,2023-07-26 19:00:00,lower_west_manhattan,NW
2943,2023-07-26 20:00:00,lower_west_manhattan,NW
2187,2023-07-26 21:00:00,lower_west_manhattan,NW
1642,2023-07-26 22:00:00,lower_west_manhattan,NW
1199,2023-07-26 23:00:00,lower_west_manhattan,NW
621,2023-07-27 00:00:00,lower_west_manhattan,NW
329,2023-07-27 01:00:00,lower_west_manhattan,NW
190,2023-07-27 02:00:00,lower_west_manhattan,NW
130,2023-07-27 03:00:00,lower_west_manhattan,NW
123,2023-07-27 04:00:00,lower_west_manhattan,NW
391,2023-07-27 05:00:00,lower_west_manhattan,NW
1109,2023-07-27 06:00:00,lower_west_manhattan,NW
1861,2023-07-27 07:00:00,lower_west_manhattan,NW
3215,2023-07-27 08:00:00,lower_west_manhattan,NW
2756,2023-07-27 09:00:00,lower_west_manhattan,NW
1824,2023-07-27 10:00:00,lower_west_manhattan,NW
1727,2023-07-27 11:00:00,lower_west_manhattan,NW
1982,2023-07-27 12:00:00,lower_west_manhattan,NW
2058,2023-07-27 13:00:00,lower_west_manhattan,NW
2011,2023-07-27 14:00:00,lower_west_manhattan,NW
2164,2023-07-27 15:00:00,lower_west_manhattan,NW
2891,2023-07-27 16:00:00,lower_west_manhattan,NW
4335,2023-07-27 17:00:00,lower_west_manhattan,NW
4528,2023-07-27 18:00:00,lower_west_manhattan,NW
3518,2023-07-27 19:00:00,lower_west_manhattan,NW
2585,2023-07-27 20:00:00,lower_west_manhattan,NW
1916,2023-07-27 21:00:00,lower_west_manhattan,NW
1095,2023-07-27 22:00:00,lower_west_manhattan,NW
926,2023-07-27 23:00:00,lower_west_manhattan,NW
622,2023-07-28 00:00:00,lower_west_manhattan,NW
381,2023-07-28 01:00:00,lower_west_manhattan,NW
207,2023-07-28 02:00:00,lower_west_manhattan,NW
134,2023-07-28 03:00:00,lower_west_manhattan,NW
97,2023-07-28 04:00:00,lower_west_manhattan,NW
338,2023-07-28 05:00:00,lower_west_manhattan,NW
911,2023-07-28 06:00:00,lower_west_manhattan,NW
1551,2023-07-28 07:00:00,lower_west_manhattan,NW
2173,2023-07-28 08:00:00,lower_west_manhattan,NW
2120,2023-07-28 09:00:00,lower_west_manhattan,NW
1827,2023-07-28 10:00:00,lower_west_manhattan,NW
1834,2023-07-28 11:00:00,lower_west_manhattan,NW
2065,2023-07-28 12:00:00,lower_west_manhattan,NW
2246,2023-07-28 13:00:00,lower_west_manhattan,NW
2305,2023-07-28 14:00:00,lower_west_manhattan,NW
2608,2023-07-28 15:00:00,lower_west_manhattan,NW
3068,2023-07-28 16:00:00,lower_west_manhattan,NW
3565,2023-07-28 17:00:00,lower_west_manhattan,NW
3615,2023-07-28 18:00:00,lower_west_manhattan,NW
3002,2023-07-28 19:00:00,lower_west_manhattan,NW
2293,2023-07-28 20:00:00,lower_west_manhattan,NW
1761,2023-07-28 21:00:00,lower_west_manhattan,NW
1518,2023-07-28 22:00:00,lower_west_manhattan,NW
1290,2023-07-28 23:00:00,lower_west_manhattan,NW
1066,2023-07-29 00:00:00,lower_west_manhattan,NW
798,2023-07-29 01:00:00,lower_west_manhattan,NW
656,2023-07-29 02:00:00,lower_west_manhattan,NW
346,2023-07-29 03:00:00,lower_west_manhattan,NW
212,2023-07-29 04:00:00,lower_west_manhattan,NW
157,2023-07-29 05:00:00,lower_west_manhattan,NW
292,2023-07-29 06:00:00,lower_west_manhattan,NW
585,2023-07-29 07:00:00,lower_west_manhattan,NW
944,2023-07-29 08:00:00,lower_west_manhattan,NW
1461,2023-07-29 09:00:00,lower_west_manhattan,NW
2013,2023-07-29 10:00:00,lower_west_manhattan,NW
2368,2023-07-29 11:00:00,lower_west_manhattan,NW
2649,2023-07-29 12:00:00,lower_west_manhattan,NW
2685,2023-07-29 13:00:00,lower_west_manhattan,NW
2637,2023-07-29 14:00:00,lower_west_manhattan,NW
2854,2023-07-29 15:00:00,lower_west_manhattan,NW
2658,2023-07-29 16:00:00,lower_west_manhattan,NW
2677,2023-07-29 17:00:00,lower_west_manhattan,NW
2652,2023-07-29 18:00:00,lower_west_manhattan,NW
2217,2023-07-29 19:00:00,lower_west_manhattan,NW
1795,2023-07-29 20:00:00,lower_west_manhattan,NW
1576,2023-07-29 21:00:00,lower_west_manhattan,NW
1439,2023-07-29 22:00:00,lower_west_manhattan,NW
1223,2023-07-29 23:00:00,lower_west_manhattan,NW
1138,2023-07-30 00:00:00,lower_west_manhattan,NW
840,2023-07-30 01:00:00,lower_west_manhattan,NW
622,2023-07-30 02:00:00,lower_west_manhattan,NW
408,2023-07-30 03:00:00,lower_west_manhattan,NW
229,2023-07-30 04:00:00,lower_west_manhattan,NW
103,2023-07-30 05:00:00,lower_west_manhattan,NW
275,2023-07-30 06:00:00,lower_west_manhattan,NW
509,2023-07-30 07:00:00,lower_west_manhattan,NW
784,2023-07-30 08:00:00,lower_west_manhattan,NW
1263,2023-07-30 09:00:00,lower_west_manhattan,NW
1953,2023-07-30 10:00:00,lower_west_manhattan,NW
2382,2023-07-30 11:00:00,lower_west_manhattan,NW
2660,2023-07-30 12:00:00,lower_west_manhattan,NW
2843,2023-07-30 13:00:00,lower_west_manhattan,NW
3122,2023-07-30 14:00:00,lower_west_manhattan,NW
3036,2023-07-30 15:00:00,lower_west_manhattan,NW
3122,2023-07-30 16:00:00,lower_west_manhattan,NW
3158,2023-07-30 17:00:00,lower_west_manhattan,NW
3016,2023-07-30 18:00:00,lower_west_manhattan,NW
2728,2023-07-30 19:00:00,lower_west_manhattan,NW
2048,2023-07-30 20:00:00,lower_west_manhattan,NW
1618,2023-07-30 21:00:00,lower_west_manhattan,NW
1218,2023-07-30 22:00:00,lower_west_manhattan,NW
875,2023-07-30 23:00:00,lower_west_manhattan,NW
458,2023-07-31 00:00:00,lower_west_manhattan,NW
337,2023-07-31 01:00:00,lower_west_manhattan,NW
176,2023-07-31 02:00:00,lower_west_manhattan,NW
77,2023-07-31 03:00:00,lower_west_manhattan,NW
108,2023-07-31 04:00:00,lower_west_manhattan,NW
359,2023-07-31 05:00:00,lower_west_manhattan,NW
1000,2023-07-31 06:00:00,lower_west_manhattan,NW
1808,2023-07-31 07:00:00,lower_west_manhattan,NW
2820,2023-07-31 08:00:00,lower_west_manhattan,NW
2352,2023-07-31 09:00:00,lower_west_manhattan,NW
1624,2023-07-31 10:00:00,lower_west_manhattan,NW
1704,2023-07-31 11:00:00,lower_west_manhattan,NW
1917,2023-07-31 12:00:00,lower_west_manhattan,NW
2069,2023-07-31 13:00:00,lower_west_manhattan,NW
2044,2023-07-31 14:00:00,lower_west_manhattan,NW
2272,2023-07-31 15:00:00,lower_west_manhattan,NW
2926,2023-07-31 16:00:00,lower_west_manhattan,NW
4575,2023-07-31 17:00:00,lower_west_manhattan,NW
4761,2023-07-31 18:00:00,lower_west_manhattan,NW
3575,2023-07-31 19:00:00,lower_west_manhattan,NW
2554,2023-07-31 20:00:00,lower_west_manhattan,NW
1912,2023-07-31 21:00:00,lower_west_manhattan,NW
1293,2023-07-31 22:00:00,lower_west_manhattan,NW
742,2023-07-31 23:00:00,lower_west_manhattan,NW
398,2023-08-01 00:00:00,lower_west_manhattan,NW
209,2023-08-01 01:00:00,lower_west_manhattan,NW
130,2023-08-01 02:00:00,lower_west_manhattan,NW
75,2023-08-01 03:00:00,lower_west_manhattan,NW
83,2023-08-01 04:00:00,lower_west_manhattan,NW
363,2023-08-01 05:00:00,lower_west_manhattan,NW
1237,2023-08-01 06:00:00,lower_west_manhattan,NW
2017,2023-08-01 07:00:00,lower_west_manhattan,NW
3605,2023-08-01 08:00:00,lower_west_manhattan,NW
2795,2023-08-01 09:00:00,lower_west_manhattan,NW
1831,2023-08-01 10:00:00,lower_west_manhattan,NW
1771,2023-08-01 11:00:00,lower_west_manhattan,NW
2016,2023-08-01 12:00:00,lower_west_manhattan,NW
2078,2023-08-01 13:00:00,lower_west_manhattan,NW
2309,2023-08-01 14:00:00,lower_west_manhattan,NW
2448,2023-08-01 15:00:00,lower_west_manhattan,NW
3336,2023-08-01 16:00:00,lower_west_manhattan,NW
5400,2023-08-01 17:00:00,lower_west_manhattan,NW
5178,2023-08-01 18:00:00,lower_west_manhattan,NW
3810,2023-08-01 19:00:00,lower_west_manhattan,NW
2698,2023-08-01 20:00:00,lower_west_manhattan,NW
2092,2023-08-01 21:00:00,lower_west_manhattan,NW
1603,2023-08-01 22:00:00,lower_west_manhattan,NW
987,2023-08-01 23:00:00,lower_west_manhattan,NW
530,2023-08-02 00:00:00,lower_west_manhattan,NW
271,2023-08-02 01:00:00,lower_west_manhattan,NW
155,2023-08-02 02:00:00,lower_west_manhattan,NW
85,2023-08-02 03:00:00,lower_west_manhattan,NW
104,2023-08-02 04:00:00,lower_west_manhattan,NW
415,2023-08-02 05:00:00,lower_west_manhattan,NW
1182,2023-08-02 06:00:00,lower_west_manhattan,NW
2089,2023-08-02 07:00:00,lower_west_manhattan,NW
3384,2023-08-02 08:00:00,lower_west_manhattan,NW
2894,2023-08-02 09:00:00,lower_west_manhattan,NW
1879,2023-08-02 10:00:00,lower_west_manhattan,NW
1841,2023-08-02 11:00:00,lower_west_manhattan,NW
2069,2023-08-02 12:00:00,lower_west_manhattan,NW
2221,2023-08-02 13:00:00,lower_west_manhattan,NW
2258,2023-08-02 14:00:00,lower_west_manhattan,NW
2594,2023-08-02 15:00:00,lower_west_manhattan,NW
3232,2023-08-02 16:00:00,lower_west_manhattan,NW
5122,2023-08-02 17:00:00,lower_west_manhattan,NW
5319,2023-08-02 18:00:00,lower_west_manhattan,NW
4141,2023-08-02 19:00:00,lower_west_manhattan,NW
2807,2023-08-02 20:00:00,lower_west_manhattan,NW
2232,2023-08-02 21:00:00,lower_west_manhattan,NW
1710,2023-08-02 22:00:00,lower_west_manhattan,NW
1072,2023-08-02 23:00:00,lower_west_manhattan,NW
534,2023-08-03 00:00:00,lower_west_manhattan,NW
333,2023-08-03 01:00:00,lower_west_manhattan,NW
173,2023-08-03 02:00:00,lower_west_manhattan,NW
123,2023-08-03 03:00:00,lower_west_manhattan,NW
100,2023-08-03 04:00:00,lower_west_manhattan,NW
379,2023-08-03 05:00:00,lower_west_manhattan,NW
1113,2023-08-03 06:00:00,lower_west_manhattan,NW
1913,2023-08-03 07:00:00,lower_west_manhattan,NW
3207,2023-08-03 08:00:00,lower_west_manhattan,NW
2673,2023-08-03 09:00:00,lower_west_manhattan,NW
1916,2023-08-03 10:00:00,lower_west_manhattan,NW
1854,2023-08-03 11:00:00,lower_west_manhattan,NW
2104,2023-08-03 12:00:00,lower_west_manhattan,NW
2134,2023-08-03 13:00:00,lower_west_manhattan,NW
2183,2023-08-03 14:00:00,lower_west_manhattan,NW
2395,2023-08-03 15:00:00,lower_west_manhattan,NW
3216,2023-08-03 16:00:00,lower_west_manhattan,NW
4952,2023-08-03 17:00:00,lower_west_manhattan,NW
5007,2023-08-03 18:00:00,lower_west_manhattan,NW
3761,2023-08-03 19:00:00,lower_west_manhattan,NW
2498,2023-08-03 20:00:00,lower_west_manhattan,NW
1932,2023-08-03 21:00:00,lower_west_manhattan,NW
1542,2023-08-03 22:00:00,lower_west_manhattan,NW
1086,2023-08-03 23:00:00,lower_west_manhattan,NW
657,2023-08-04 00:00:00,lower_west_manhattan,NW
367,2023-08-04 01:00:00,lower_west_manhattan,NW
184,2023-08-04 02:00:00,lower_west_manhattan,NW
165,2023-08-04 03:00:00,lower_west_manhattan,NW
124,2023-08-04 04:00:00,lower_west_manhattan,NW
338,2023-08-04 05:00:00,lower_west_manhattan,NW
849,2023-08-04 06:00:00,lower_west_manhattan,NW
1394,2023-08-04 07:00:00,lower_west_manhattan,NW
2143,2023-08-04 08:00:00,lower_west_manhattan,NW
2214,2023-08-04 09:00:00,lower_west_manhattan,NW
1719,2023-08-04 10:00:00,lower_west_manhattan,NW
1877,2023-08-04 11:00:00,lower_west_manhattan,NW
2205,2023-08-04 12:00:00,lower_west_manhattan,NW
2126,2023-08-04 13:00:00,lower_west_manhattan,NW
2372,2023-08-04 14:00:00,lower_west_manhattan,NW
2755,2023-08-04 15:00:00,lower_west_manhattan,NW
3530,2023-08-04 16:00:00,lower_west_manhattan,NW
4084,2023-08-04 17:00:00,lower_west_manhattan,NW
3671,2023-08-04 18:00:00,lower_west_manhattan,NW
2753,2023-08-04 19:00:00,lower_west_manhattan,NW
2006,2023-08-04 20:00:00,lower_west_manhattan,NW
1626,2023-08-04 21:00:00,lower_west_manhattan,NW
1462,2023-08-04 22:00:00,lower_west_manhattan,NW
1290,2023-08-04 23:00:00,lower_west_manhattan,NW
1094,2023-08-05 00:00:00,lower_west_manhattan,NW
758,2023-08-05 01:00:00,lower_west_manhattan,NW
610,2023-08-05 02:00:00,lower_west_manhattan,NW
346,2023-08-05 03:00:00,lower_west_manhattan,NW
211,2023-08-05 04:00:00,lower_west_manhattan,NW
117,2023-08-05 05:00:00,lower_west_manhattan,NW
278,2023-08-05 06:00:00,lower_west_manhattan,NW
690,2023-08-05 07:00:00,lower_west_manhattan,NW
1117,2023-08-05 08:00:00,lower_west_manhattan,NW
1936,2023-08-05 09:00:00,lower_west_manhattan,NW
2549,2023-08-05 10:00:00,lower_west_manhattan,NW
3253,2023-08-05 11:00:00,lower_west_manhattan,NW
3676,2023-08-05 12:00:00,lower_west_manhattan,NW
3241,2023-08-05 13:00:00,lower_west_manhattan,NW
3096,2023-08-05 14:00:00,lower_west_manhattan,NW
3133,2023-08-05 15:00:00,lower_west_manhattan,NW
3081,2023-08-05 16:00:00,lower_west_manhattan,NW
2879,2023-08-05 17:00:00,lower_west_manhattan,NW
2743,2023-08-05 18:00:00,lower_west_manhattan,NW
2456,2023-08-05 19:00:00,lower_west_manhattan,NW
1920,2023-08-05 20:00:00,lower_west_manhattan,NW
1529,2023-08-05 21:00:00,lower_west_manhattan,NW
1456,2023-08-05 22:00:00,lower_west_manhattan,NW
1210,2023-08-05 23:00:00,lower_west_manhattan,NW
952,2023-08-06 00:00:00,lower_west_manhattan,NW
790,2023-08-06 01:00:00,lower_west_manhattan,NW
534,2023-08-06 02:00:00,lower_west_manhattan,NW
310,2023-08-06 03:00:00,lower_west_manhattan,NW
199,2023-08-06 04:00:00,lower_west_manhattan,NW
124,2023-08-06 05:00:00,lower_west_manhattan,NW
179,2023-08-06 06:00:00,lower_west_manhattan,NW
451,2023-08-06 07:00:00,lower_west_manhattan,NW
749,2023-08-06 08:00:00,lower_west_manhattan,NW
1329,2023-08-06 09:00:00,lower_west_manhattan,NW
1876,2023-08-06 10:00:00,lower_west_manhattan,NW
2464,2023-08-06 11:00:00,lower_west_manhattan,NW
2663,2023-08-06 12:00:00,lower_west_manhattan,NW
2782,2023-08-06 13:00:00,lower_west_manhattan,NW
2910,2023-08-06 14:00:00,lower_west_manhattan,NW
2985,2023-08-06 15:00:00,lower_west_manhattan,NW
2905,2023-08-06 16:00:00,lower_west_manhattan,NW
2951,2023-08-06 17:00:00,lower_west_manhattan,NW
2767,2023-08-06 18:00:00,lower_west_manhattan,NW
2653,2023-08-06 19:00:00,lower_west_manhattan,NW
1936,2023-08-06 20:00:00,lower_west_manhattan,NW
1349,2023-08-06 21:00:00,lower_west_manhattan,NW
1059,2023-08-06 22:00:00,lower_west_manhattan,NW
759,2023-08-06 23:00:00,lower_west_manhattan,NW
431,2023-08-07 00:00:00,lower_west_manhattan,NW
219,2023-08-07 01:00:00,lower_west_manhattan,NW
143,2023-08-07 02:00:00,lower_west_manhattan,NW
60,2023-08-07 03:00:00,lower_west_manhattan,NW
67,2023-08-07 04:00:00,lower_west_manhattan,NW
72,2023-08-07 05:00:00,lower_west_manhattan,NW
162,2023-08-07 06:00:00,lower_west_manhattan,NW
851,2023-08-07 07:00:00,lower_west_manhattan,NW
1861,2023-08-07 08:00:00,lower_west_manhattan,NW
1806,2023-08-07 09:00:00,lower_west_manhattan,NW
1159,2023-08-07 10:00:00,lower_west_manhattan,NW
1254,2023-08-07 11:00:00,lower_west_manhattan,NW
1711,2023-08-07 12:00:00,lower_west_manhattan,NW
1817,2023-08-07 13:00:00,lower_west_manhattan,NW
1902,2023-08-07 14:00:00,lower_west_manhattan,NW
2198,2023-08-07 15:00:00,lower_west_manhattan,NW
2715,2023-08-07 16:00:00,lower_west_manhattan,NW
4010,2023-08-07 17:00:00,lower_west_manhattan,NW
4069,2023-08-07 18:00:00,lower_west_manhattan,NW
3075,2023-08-07 19:00:00,lower_west_manhattan,NW
1500,2023-08-07 20:00:00,lower_west_manhattan,NW
421,2023-08-07 21:00:00,lower_west_manhattan,NW
604,2023-08-07 22:00:00,lower_west_manhattan,NW
496,2023-08-07 23:00:00,lower_west_manhattan,NW
311,2023-08-08 00:00:00,lower_west_manhattan,NW
139,2023-08-08 01:00:00,lower_west_manhattan,NW
99,2023-08-08 02:00:00,lower_west_manhattan,NW
59,2023-08-08 03:00:00,lower_west_manhattan,NW
104,2023-08-08 04:00:00,lower_west_manhattan,NW
352,2023-08-08 05:00:00,lower_west_manhattan,NW
1189,2023-08-08 06:00:00,lower_west_manhattan,NW
1925,2023-08-08 07:00:00,lower_west_manhattan,NW
3383,2023-08-08 08:00:00,lower_west_manhattan,NW
2566,2023-08-08 09:00:00,lower_west_manhattan,NW
1539,2023-08-08 10:00:00,lower_west_manhattan,NW
1720,2023-08-08 11:00:00,lower_west_manhattan,NW
1990,2023-08-08 12:00:00,lower_west_manhattan,NW
2095,2023-08-08 13:00:00,lower_west_manhattan,NW
2110,2023-08-08 14:00:00,lower_west_manhattan,NW
2351,2023-08-08 15:00:00,lower_west_manhattan,NW
3078,2023-08-08 16:00:00,lower_west_manhattan,NW
5014,2023-08-08 17:00:00,lower_west_manhattan,NW
4921,2023-08-08 18:00:00,lower_west_manhattan,NW
3703,2023-08-08 19:00:00,lower_west_manhattan,NW
2618,2023-08-08 20:00:00,lower_west_manhattan,NW
1948,2023-08-08 21:00:00,lower_west_manhattan,NW
1488,2023-08-08 22:00:00,lower_west_manhattan,NW
873,2023-08-08 23:00:00,lower_west_manhattan,NW
500,2023-08-09 00:00:00,lower_west_manhattan,NW
236,2023-08-09 01:00:00,lower_west_manhattan,NW
127,2023-08-09 02:00:00,lower_west_manhattan,NW
76,2023-08-09 03:00:00,lower_west_manhattan,NW
90,2023-08-09 04:00:00,lower_west_manhattan,NW
382,2023-08-09 05:00:00,lower_west_manhattan,NW
1255,2023-08-09 06:00:00,lower_west_manhattan,NW
2000,2023-08-09 07:00:00,lower_west_manhattan,NW
3389,2023-08-09 08:00:00,lower_west_manhattan,NW
2775,2023-08-09 09:00:00,lower_west_manhattan,NW
1906,2023-08-09 10:00:00,lower_west_manhattan,NW
1813,2023-08-09 11:00:00,lower_west_manhattan,NW
1991,2023-08-09 12:00:00,lower_west_manhattan,NW
2198,2023-08-09 13:00:00,lower_west_manhattan,NW
2193,2023-08-09 14:00:00,lower_west_manhattan,NW
2418,2023-08-09 15:00:00,lower_west_manhattan,NW
3297,2023-08-09 16:00:00,lower_west_manhattan,NW
5253,2023-08-09 17:00:00,lower_west_manhattan,NW
5226,2023-08-09 18:00:00,lower_west_manhattan,NW
4018,2023-08-09 19:00:00,lower_west_manhattan,NW
2681,2023-08-09 20:00:00,lower_west_manhattan,NW
2082,2023-08-09 21:00:00,lower_west_manhattan,NW
1649,2023-08-09 22:00:00,lower_west_manhattan,NW
1089,2023-08-09 23:00:00,lower_west_manhattan,NW
482,2023-08-10 00:00:00,lower_west_manhattan,NW
311,2023-08-10 01:00:00,lower_west_manhattan,NW
204,2023-08-10 02:00:00,lower_west_manhattan,NW
99,2023-08-10 03:00:00,lower_west_manhattan,NW
92,2023-08-10 04:00:00,lower_west_manhattan,NW
330,2023-08-10 05:00:00,lower_west_manhattan,NW
1092,2023-08-10 06:00:00,lower_west_manhattan,NW
1933,2023-08-10 07:00:00,lower_west_manhattan,NW
3130,2023-08-10 08:00:00,lower_west_manhattan,NW
2709,2023-08-10 09:00:00,lower_west_manhattan,NW
1777,2023-08-10 10:00:00,lower_west_manhattan,NW
1785,2023-08-10 11:00:00,lower_west_manhattan,NW
1850,2023-08-10 12:00:00,lower_west_manhattan,NW
1257,2023-08-10 13:00:00,lower_west_manhattan,NW
1493,2023-08-10 14:00:00,lower_west_manhattan,NW
530,2023-08-10 15:00:00,lower_west_manhattan,NW
558,2023-08-10 16:00:00,lower_west_manhattan,NW
1657,2023-08-10 17:00:00,lower_west_manhattan,NW
2455,2023-08-10 18:00:00,lower_west_manhattan,NW
1409,2023-08-10 19:00:00,lower_west_manhattan,NW
1707,2023-08-10 20:00:00,lower_west_manhattan,NW
1533,2023-08-10 21:00:00,lower_west_manhattan,NW
1291,2023-08-10 22:00:00,lower_west_manhattan,NW
952,2023-08-10 23:00:00,lower_west_manhattan,NW
632,2023-08-11 00:00:00,lower_west_manhattan,NW
402,2023-08-11 01:00:00,lower_west_manhattan,NW
257,2023-08-11 02:00:00,lower_west_manhattan,NW
145,2023-08-11 03:00:00,lower_west_manhattan,NW
101,2023-08-11 04:00:00,lower_west_manhattan,NW
384,2023-08-11 05:00:00,lower_west_manhattan,NW
906,2023-08-11 06:00:00,lower_west_manhattan,NW
1502,2023-08-11 07:00:00,lower_west_manhattan,NW
2232,2023-08-11 08:00:00,lower_west_manhattan,NW
2130,2023-08-11 09:00:00,lower_west_manhattan,NW
1849,2023-08-11 10:00:00,lower_west_manhattan,NW
1950,2023-08-11 11:00:00,lower_west_manhattan,NW
2283,2023-08-11 12:00:00,lower_west_manhattan,NW
2551,2023-08-11 13:00:00,lower_west_manhattan,NW
2497,2023-08-11 14:00:00,lower_west_manhattan,NW
2703,2023-08-11 15:00:00,lower_west_manhattan,NW
3349,2023-08-11 16:00:00,lower_west_manhattan,NW
3937,2023-08-11 17:00:00,lower_west_manhattan,NW
3889,2023-08-11 18:00:00,lower_west_manhattan,NW
3230,2023-08-11 19:00:00,lower_west_manhattan,NW
2302,2023-08-11 20:00:00,lower_west_manhattan,NW
1811,2023-08-11 21:00:00,lower_west_manhattan,NW
1658,2023-08-11 22:00:00,lower_west_manhattan,NW
1363,2023-08-11 23:00:00,lower_west_manhattan,NW
1030,2023-08-12 00:00:00,lower_west_manhattan,NW
756,2023-08-12 01:00:00,lower_west_manhattan,NW
619,2023-08-12 02:00:00,lower_west_manhattan,NW
350,2023-08-12 03:00:00,lower_west_manhattan,NW
256,2023-08-12 04:00:00,lower_west_manhattan,NW
170,2023-08-12 05:00:00,lower_west_manhattan,NW
323,2023-08-12 06:00:00,lower_west_manhattan,NW
753,2023-08-12 07:00:00,lower_west_manhattan,NW
1158,2023-08-12 08:00:00,lower_west_manhattan,NW
2049,2023-08-12 09:00:00,lower_west_manhattan,NW
2939,2023-08-12 10:00:00,lower_west_manhattan,NW
3422,2023-08-12 11:00:00,lower_west_manhattan,NW
3580,2023-08-12 12:00:00,lower_west_manhattan,NW
3064,2023-08-12 13:00:00,lower_west_manhattan,NW
2829,2023-08-12 14:00:00,lower_west_manhattan,NW
2352,2023-08-12 15:00:00,lower_west_manhattan,NW
2730,2023-08-12 16:00:00,lower_west_manhattan,NW
2761,2023-08-12 17:00:00,lower_west_manhattan,NW
2569,2023-08-12 18:00:00,lower_west_manhattan,NW
2529,2023-08-12 19:00:00,lower_west_manhattan,NW
1704,2023-08-12 20:00:00,lower_west_manhattan,NW
1439,2023-08-12 21:00:00,lower_west_manhattan,NW
1366,2023-08-12 22:00:00,lower_west_manhattan,NW
1261,2023-08-12 23:00:00,lower_west_manhattan,NW
969,2023-08-13 00:00:00,lower_west_manhattan,NW
558,2023-08-13 01:00:00,lower_west_manhattan,NW
156,2023-08-13 02:00:00,lower_west_manhattan,NW
123,2023-08-13 03:00:00,lower_west_manhattan,NW
159,2023-08-13 04:00:00,lower_west_manhattan,NW
97,2023-08-13 05:00:00,lower_west_manhattan,NW
256,2023-08-13 06:00:00,lower_west_manhattan,NW
432,2023-08-13 07:00:00,lower_west_manhattan,NW
753,2023-08-13 08:00:00,lower_west_manhattan,NW
1245,2023-08-13 09:00:00,lower_west_manhattan,NW
1814,2023-08-13 10:00:00,lower_west_manhattan,NW
2337,2023-08-13 11:00:00,lower_west_manhattan,NW
2529,2023-08-13 12:00:00,lower_west_manhattan,NW
2747,2023-08-13 13:00:00,lower_west_manhattan,NW
2908,2023-08-13 14:00:00,lower_west_manhattan,NW
2908,2023-08-13 15:00:00,lower_west_manhattan,NW
2784,2023-08-13 16:00:00,lower_west_manhattan,NW
2776,2023-08-13 17:00:00,lower_west_manhattan,NW
2844,2023-08-13 18:00:00,lower_west_manhattan,NW
2539,2023-08-13 19:00:00,lower_west_manhattan,NW
1858,2023-08-13 20:00:00,lower_west_manhattan,NW
1383,2023-08-13 21:00:00,lower_west_manhattan,NW
1170,2023-08-13 22:00:00,lower_west_manhattan,NW
728,2023-08-13 23:00:00,lower_west_manhattan,NW
419,2023-08-14 00:00:00,lower_west_manhattan,NW
226,2023-08-14 01:00:00,lower_west_manhattan,NW
150,2023-08-14 02:00:00,lower_west_manhattan,NW
123,2023-08-14 03:00:00,lower_west_manhattan,NW
112,2023-08-14 04:00:00,lower_west_manhattan,NW
